Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom_Middle,Bottom,Photo,Mid_Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Practice_Responding.keys,Practice_Responding.corr,Practice_Responding.rt,Repeat_Loop.thisRepN,Repeat_Loop.thisTrialN,Repeat_Loop.thisN,Repeat_Loop.thisIndex,Repeat_Loop.ran,Practice_Loop.thisRepN,Practice_Loop.thisTrialN,Practice_Loop.thisN,Practice_Loop.thisIndex,Practice_Loop.ran,Prac_Scene,Scale,Prac_Ans,PracticeText,Warning_Sign.thisRepN,Warning_Sign.thisTrialN,Warning_Sign.thisN,Warning_Sign.thisIndex,Warning_Sign.ran,Encoding_Resp.keys,Encoding_Resp.rt,Item_Mem_Response,Item_Conf_Response,Src_LoopRun,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Rec_Scene,RecAns,Src_Scene,SrcAns,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,Src_blockFile,Src_Resp.keys,Src_Resp.rt,Source_Mem_Response,Source_Conf_Response,Src_Blocks.thisRepN,Src_Blocks.thisTrialN,Src_Blocks.thisN,Src_Blocks.thisIndex,Src_Blocks.ran
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4561,1,2,1,,,,,,,,,,,,,,,,,s,1.5746,0,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,E1-3061_Rec.png,1,E1-3061Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.651,0,2,0,0,5,5,5,1,N1-2393_Rec.png,1,N1-2393Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9859,1,2,1,,,,,,,,,,,,,,,,,k,0.6401,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,N2-2616_Rec.png,0,N2-2616_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.313,0,1,0,0,7,7,7,1,E2-8230_Rec.png,0,E2-8230_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1238,1,2,1,,,,,,,,,,,,,,,,,k,0.404,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,E1-1525_Rec.png,1,E1-1525Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8683,0,2,0,0,9,9,9,1,N1-8311_Rec.png,1,N1-8311Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.2786,1,2,1,,,,,,,,,,,,,,,,,k,0.283,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,N2-2235_Rec.png,0,N2-2235_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7397,0,2,0,0,11,11,11,1,E2-3230_Rec.png,0,E2-3230_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7477,0,2,0,0,12,12,12,1,N2-2594_Rec.png,0,N2-2594Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.807,1,2,1,,,,,,,,,,,,,,,,,k,0.3731,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,N2-2512_Rec.png,0,N2-2512_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.3822,0,2,0,0,14,14,14,1,E1-3168_Rec.png,1,E1-3168Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0013,0,2,0,0,15,15,15,1,E1-2053_Rec.png,1,E1-2053_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0019,1,2,1,,,,,,,,,,,,,,,,,k,0.2397,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,N1-2605_Rec.png,1,N1-2605Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7705,0,2,0,0,17,17,17,1,E2-2716_Rec.png,0,E2-2716Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.6994,1,2,1,,,,,,,,,,,,,,,,,k,0.6839,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,N1-5455_Rec.png,1,N1-5455_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.9872,0,1,0,0,19,19,19,1,E1-3068_Rec.png,1,E1-3068_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,BlockFour.csv,Src_BlockFour.csv,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.1413,0,2,0,0,0,0,0,1,N2-2606_Rec.png,0,N2-2606Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1201,0,2,0,0,1,1,1,1,E2-9410_Rec.png,0,E2-9410Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.472,1,2,1,,,,,,,,,,,,,,,,,k,0.2353,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,N1-9070_Rec.png,1,N1-9070_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.719,0,2,0,0,3,3,3,1,E2-9340_Rec.png,0,E2-9340_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1322,1,2,1,,,,,,,,,,,,,,,,,k,0.0438,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,N2-7560_Rec.png,0,N2-7560Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9354,1,2,1,,,,,,,,,,,,,,,,,k,0.2407,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E2-2900_1_Rec.png,0,E2-2900_1Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5816,0,2,0,0,6,6,6,1,N2-7550_Rec.png,0,N2-7550_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0684,0,2,0,0,7,7,7,1,N1-5390_Rec.png,1,N1-5390Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.2328,0,2,0,0,8,8,8,1,E1-3150_Rec.png,1,E1-3150_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1493,0,2,0,0,9,9,9,1,E2-9582_Rec.png,0,E2-9582Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.0661,0,2,0,0,10,10,10,1,E2-9420_Rec.png,0,E2-9420_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9558,0,2,0,0,11,11,11,1,N1-2485_Rec.png,1,N1-2485_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8433,0,2,0,0,12,12,12,1,N2-7491_Rec.png,0,N2-7491Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5984,1,2,1,,,,,,,,,,,,,,,,,k,0.267,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,E1-2691_Rec.png,1,E1-2691Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8514,1,2,1,,,,,,,,,,,,,,,,,k,0.2183,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,N1-7640_Rec.png,1,N1-7640_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,2.691,1,2,1,,,,,,,,,,,,,,,,,k,0.5455,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,E1-9253_Rec.png,1,E1-9253_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0557,0,2,0,0,16,16,16,1,N2-6570_2_Rec.png,0,N2-6570_2Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0004,0,2,0,0,17,17,17,1,E1-9250_Rec.png,1,E1-9250Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1331,0,2,0,0,18,18,18,1,E1-9600_Rec.png,1,E1-9600_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0356,1,2,1,,,,,,,,,,,,,,,,,k,0.1868,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,N1-1947_Rec.png,1,N1-1947_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,BlockFive.csv,Src_BlockFive.csv,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9384,1,2,1,,,,,,,,,,,,,,,,,k,0.2486,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,E1-9810_Rec.png,1,E1-9810Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8806,0,2,0,0,1,1,1,1,N1-2593_Rec.png,1,N1-2593Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7677,1,2,1,,,,,,,,,,,,,,,,,k,0.2544,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,E1-9830_Rec.png,1,E1-9830_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2297,0,2,0,0,3,3,3,1,N2-2200_Rec.png,0,N2-2200_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2433,0,2,0,0,4,4,4,1,N1-8041_Rec.png,1,N1-8041Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.862,0,2,0,0,5,5,5,1,E1-9180_Rec.png,1,E1-9180Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.917,0,2,0,0,6,6,6,1,N2-2620_Rec.png,0,N2-2620_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7145,0,2,0,0,7,7,7,1,E2-3266_Rec.png,0,E2-3266_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.253,0,2,0,0,8,8,8,1,N2-2270_Rec.png,0,N2-2270Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8754,0,2,0,0,9,9,9,1,N1-2240_Rec.png,1,N1-2240_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6227,0,2,0,0,10,10,10,1,N2-5779_Rec.png,0,N2-5779Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8744,1,2,1,,,,,,,,,,,,,,,,,k,0.206,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,E1-1274_Rec.png,1,E1-1274Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.282,0,2,0,0,12,12,12,1,E2-9921_Rec.png,0,E2-9921_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.3878,0,2,0,0,13,13,13,1,E1-2717_Rec.png,1,E1-2717Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8557,1,2,1,,,,,,,,,,,,,,,,,k,0.2695,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,N1-5994_Rec.png,1,N1-5994_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5342,0,2,0,0,15,15,15,1,N1-5410_Rec.png,1,N1-5410Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.2708,0,2,0,0,16,16,16,1,E2-2683_Rec.png,0,E2-2683_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.656,0,2,0,0,17,17,17,1,N2-2579_Rec.png,0,N2-2579_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0373,1,2,1,,,,,,,,,,,,,,,,,k,0.5859,1,2,0,0,0,0,1
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,E2-6243_Rec.png,0,E2-6243Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.666,0,2,0,0,19,19,19,1,E2-9424_Rec.png,0,E2-9424_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,241,1,2023-11-07_12h22.02.534,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,BlockSix.csv,Src_BlockSix.csv,,,,,,,,,
