Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom,Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Nback_Transition_Resp_Enc.keys,Nback_Transition_Resp_Enc.rt,Encoding_Resp.keys,Encoding_Resp.corr,Practice_Blocks.thisRepN,Practice_Blocks.thisTrialN,Practice_Blocks.thisN,Practice_Blocks.thisIndex,Practice_Blocks.ran,Scene,encAns,Practice_Enc_Break_Resp.keys,Practice_Enc_Break_Resp.rt,Practice_Enc_Break_Loop.thisRepN,Practice_Enc_Break_Loop.thisTrialN,Practice_Enc_Break_Loop.thisN,Practice_Enc_Break_Loop.thisIndex,Practice_Enc_Break_Loop.ran,Practice_Loop_Order.thisRepN,Practice_Loop_Order.thisTrialN,Practice_Loop_Order.thisN,Practice_Loop_Order.thisIndex,Practice_Loop_Order.ran,practiceFile,Nback_Transition_Resp.keys,Nback_Transition_Resp.rt,Nback_Resp.keys,Nback_Resp.corr,Practice_DBack_Loop.thisRepN,Practice_DBack_Loop.thisTrialN,Practice_DBack_Loop.thisN,Practice_DBack_Loop.thisIndex,Practice_DBack_Loop.ran,thisAlphaNum,ANAns,Color,Practice_DBlock_Loop.thisRepN,Practice_DBlock_Loop.thisTrialN,Practice_DBlock_Loop.thisN,Practice_DBlock_Loop.thisIndex,Practice_DBlock_Loop.ran,ANOrder,BlockTitle,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Encoding_Resp.rt,AttnResp_keys.keys,AttnResp_keys.rt,Enc_Break_Resp.keys,Enc_Break_Resp.rt,Enc_Break_Loop.thisRepN,Enc_Break_Loop.thisTrialN,Enc_Break_Loop.thisN,Enc_Break_Loop.thisIndex,Enc_Break_Loop.ran,AttnCheck,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,attnFile,Enc_Break_Loop2.thisRepN,Enc_Break_Loop2.thisTrialN,Enc_Break_Loop2.thisN,Enc_Break_Loop2.thisIndex,Enc_Break_Loop2.ran,Nback_Resp.rt,DBack_Loop.thisRepN,DBack_Loop.thisTrialN,DBack_Loop.thisN,DBack_Loop.thisIndex,DBack_Loop.ran,DBlock_Loop.thisRepN,DBlock_Loop.thisTrialN,DBlock_Loop.thisN,DBlock_Loop.thisIndex,DBlock_Loop.ran
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Y,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8169,0,32,32,32,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6849,0,33,33,33,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZeroBlock.csv,Block 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9693,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7829,0,1,1,1,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,B,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5146,0,2,2,2,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,4,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916,0,3,3,3,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,0,4,4,4,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5336,0,5,5,5,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4492,0,6,6,6,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4788,0,7,7,7,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,L,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5213,0,8,8,8,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,8,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5648,0,9,9,9,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,U,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7535,0,10,10,10,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5769,0,11,11,11,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3857,0,12,12,12,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8532,0,13,13,13,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,B,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999,0,14,14,14,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,M,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298,0,15,15,15,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616,0,16,16,16,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8686,0,17,17,17,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,4,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4656,0,18,18,18,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Z,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2813,0,19,19,19,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6581,0,20,20,20,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,S,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7908,0,21,21,21,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,0,,,,,,V,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6014,0,22,22,22,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,4,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4694,0,23,23,23,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6753,0,24,24,24,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8856,0,25,25,25,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569,0,26,26,26,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,0,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5651,0,27,27,27,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,G,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4748,0,28,28,28,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,V,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7902,0,29,29,29,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5465,0,30,30,30,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5492,0,31,31,31,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Y,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6003,0,32,32,32,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,R,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6475,0,33,33,33,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OneBlock.csv,Block 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,3,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6648,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,2,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5612,0,1,1,1,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,E,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7168,0,2,2,2,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0692,0,3,3,3,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,I,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7056,0,4,4,4,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5172,0,5,5,5,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7393,0,6,6,6,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,B,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5649,0,7,7,7,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,9,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6322,0,8,8,8,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5746,0,9,9,9,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4489,0,10,10,10,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,J,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9774,0,11,11,11,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,H,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977,0,12,12,12,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5007,0,13,13,13,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,H,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6467,0,14,14,14,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,0,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822,0,15,15,15,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,1,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5702,0,16,16,16,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,L,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7333,0,17,17,17,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7167,0,18,18,18,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,7,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6158,0,19,19,19,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,9,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,0,20,20,20,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,X,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5638,0,21,21,21,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,W,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6348,0,22,22,22,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,4,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653,0,23,23,23,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7552,0,24,24,24,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,N,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5136,0,25,25,25,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,0,,,,,,5,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6013,0,26,26,26,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Y,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7145,0,27,27,27,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,M,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7135,0,28,28,28,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,U,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6536,0,29,29,29,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6167,0,30,30,30,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,,,,,,6,n,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5175,0,31,31,31,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,Y,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6638,0,32,32,32,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,,,,,,I,a,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7491,0,33,33,33,1,,,,,
,,,,,,,,,,,,,,258,1,2023-12-04_11h05.06.449,Online_SceneSrcMD_E,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TwoBlock.csv,Block 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1
